arrival_rate,service_rate,sim_time,avg_wait,avg_system_time,avg_queue_length,utilization
0.8920522839477141,2.531763905425531,1662,0.24432821210685568,0.6573647531531068,0.21,0.37252814381969235
1.1878643070691846,2.512365548439978,1284,0.3642713481187947,0.7730847149555621,0.42959117456197277,0.49032132782603044
0.9506396084646331,2.454811645033553,200,0.1831021728416279,0.583143658896494,0.15606936416184972,0.34403567800718454
0.9847908238556069,1.1344449809552313,1189,3.4734237994486685,4.344184529435953,3.3344623200677392,0.86416960587468
1.191436224634236,2.5013519419636703,723,0.4435306791931086,0.8687147324515997,0.5459837019790454,0.5046555658620409
1.940653710224618,2.5656389381167846,1950,1.3942695519312136,1.7932921667445065,2.646981281307672,0.7754545826170808
0.599587707961531,2.7026310081669713,572,0.12281833049684221,0.48962705379771054,0.0963855421686747,0.21226169128074743
1.807148272584803,2.2699529762751554,1678,1.561164036255766,1.986531494703902,2.8659827928524155,0.766863921473072
0.3373549208731229,2.4497969806002864,989,0.07519418806429856,0.5082516544560014,0.018461538461538463,0.14187120233661496
1.7721729250252691,2.964519307768688,1764,0.6289790066383291,0.9662324148810926,1.2209266646210495,0.6228863968565356
0.21867347699425993,1.754686480371847,1092,0.07599401803810817,0.655618970830298,0.02066115702479339,0.12792089159607845
1.5883771578801427,1.7155958886784484,1340,3.342383006575827,3.914349717107798,5.210900473933649,0.897837076753808
0.5244854399781846,0.6707491596919778,1033,4.082494314655372,5.567616740738906,2.044943820224719,0.7644375171597544
0.4774931162834103,2.3702686003843514,673,0.12855411940816444,0.5166889170445914,0.09846153846153846,0.18685835725735933
1.5998643390328764,2.008700150149904,1683,1.6041000985775336,2.103114500138525,2.460960960960961,0.7894354186733802
1.1250980187908424,2.597390201528068,1766,0.2818541708427871,0.6725845839307943,0.2955638695884554,0.4135327380693014
1.7278718550834415,2.0375608036942237,297,1.6015218656787296,2.07330925461643,2.722007722007722,0.81496381608394
0.6019239424763699,1.9041930915233247,1191,0.22441138857348816,0.7595201957852667,0.12413793103448276,0.32528864519003176
0.7303970048367976,1.9815596189919695,544,0.21259680069773912,0.72787126089587,0.10372340425531915,0.35519838708510926
1.370673635131265,2.2436768057958103,1781,0.8088503256482301,1.2584786741836298,1.1456272259596358,0.6377098306571705
0.37556048314901286,2.4031242916871407,644,0.07110479696441152,0.4548753058763066,0.04149377593360996,0.14271342406715193
1.2586354419390935,2.832110938214344,1804,0.27400750121331335,0.6198831667872277,0.35987946620749034,0.4451902968196388
0.28770478545642914,1.222774149474542,1497,0.1510886155869049,0.9547420830445578,0.02534562211981567,0.23245287335281561
0.5752289672459168,1.7950271466596202,956,0.20689146460573027,0.7460302007924497,0.10301953818827708,0.31694139093821805
1.1311361909238606,2.9061840693603918,1577,0.1744942018448653,0.5125562396398902,0.18776499091459722,0.35403332585863206
1.9280311460046533,2.7079350715500783,1999,0.7936888113098863,1.1630715382098236,1.458564998676198,0.6977297375801293
1.7662234459289814,2.5263953756344124,701,0.9421920197022732,1.3408742093950166,1.6271324126726239,0.702796624832583
0.7542829147249475,1.9687500858166151,1582,0.3557992741966585,0.8889321016719343,0.26655490360435874,0.401703116530042
0.9662985389340124,2.6414603080889263,1523,0.25120123581349046,0.6401949019585719,0.2590027700831025,0.3685606436292536
1.5122247361204144,2.39109917334033,424,0.8139604882079894,1.2417001293428678,1.1907692307692308,0.6521756666577285
1.7547679740261493,2.1810514097958196,331,1.7697902675785808,2.222778265053893,3.1295081967213116,0.8343796966892667
1.359458364923003,2.0460172656985827,1393,1.1875818556176003,1.6949655116087425,1.6679025423728813,0.6873172712528974
0.7148968789889281,2.908456342647676,1586,0.11396944926370424,0.4465109985250105,0.08028545941123996,0.23483388094114957
1.7460006811274715,2.276109100105138,1199,1.305357295707785,1.7472085183438588,2.205755395683453,0.7670467149993401
0.6473182293879138,1.7609696576125389,939,0.27899145286765614,0.8776562277857232,0.1467116357504216,0.37793803393444036
0.2694110255865374,2.4502511513116874,366,0.06121258676782229,0.4684380029466117,0.017391304347826087,0.1268407033999504
1.024498906803363,1.7028089317528083,616,0.8784404169578981,1.483772878559555,0.8325041459369817,0.5899973790910917
1.5113129448723062,2.4467668137716645,1913,0.6301553381248901,1.039577624765687,0.8776284039986212,0.6206610722730321
